Name,No,Track,Artist,Album,Track_Url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Miliseconds_Played,Genre
tracks,1,Biggest Thing,Rain,It's Raining,spotify:track:6TAkPWpT22wttANCgJaMCH,0.791,0.562,9,-4.596,1,0.0894,0.455,0,0.0641,0.665,92.023,"6,202,667",K-pop
tracks,2,Count On Me,Connie Talbot,Beautiful World,spotify:track:6vaLzesQfBZ5PMBSiMykJs,0.568,0.4,1,-7.132,1,0.0342,0.488,0,0.0822,0.687,180.01,1025608,Pop
tracks,3,SexyBack (feat. Timbaland),Justin Timberlake,FutureSex/LoveSounds,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,2814676,Pop
tracks,4,Split (Only U),Tiësto,Split (Only U),spotify:track:1Q4jb2UjtWUDUojHsB8mLY,0.634,0.927,1,-3.282,1,0.136,0.048,0.687,0.0864,0.35,128.016,7773886,Electronic/Dance
tracks,5,It Takes Time,Loco,It Takes Time,spotify:track:3mNbGPCLCxia3yvwWp2P51,0.728,0.503,3,-7.147,1,0.08,0.777,0.000003,0.249,0.267,120.032,27611475,K-pop
tracks,6,Fall in love with you in every 4AM.,Friday Night Plans,LOCATION - Los Angeles,spotify:track:2sXQnT404FrXeSEZkJXfKM,0.816,0.494,9,-9.827,1,0.0426,0.0621,0.000061,0.0999,0.336,116.973,143404,R&B/Soul
tracks,7,Say You Love Me,MYMP,Versions,spotify:track:4a6pgERixWg4XWU4yWqk4z,0.82,0.403,9,-8.504,0,0.0471,0.766,0,0.117,0.464,96.63,1179939,Pop
tracks,8,by oneself,J_ust,T_wo,spotify:track:5weHqDeCSuY8eaudZfp7IJ,0.445,0.206,9,-9.935,1,0.0378,0.858,0,0.123,0.435,121.456,210456,K-Indie
tracks,9,Shivers (feat. Jessi & SUNMI),Ed Sheeran,Shivers (feat. Jessi & SUNMI),spotify:track:1A3T3npKsrElQTjTEcr3LR,0.739,0.873,2,-2.595,1,0.0878,0.268,0,0.0454,0.863,141.026,12556816,Electronic/Dance
tracks,10,She makes me wonder,the engy,Say it,spotify:track:5yvo81JZBSjOxHmytmTWYm,0.731,0.583,0,-4.463,1,0.0469,0.0556,0,0.0648,0.684,87.021,3065295,Pop
tracks,11,soft start,slchld,happy campers,spotify:track:62Ihfin7cf2qMOMfogXRpl,0.61,0.496,9,-8.592,1,0.0589,0.761,0,0.116,0.139,132.062,2595577,K-Indie
tracks,12,Eternal Sunshine,Seo actor,Eternal Sunshine 1/2,spotify:track:2iEykY8EqjYrG3Gz7GdpMu,0.627,0.459,0,-6.583,1,0.0481,0.775,0,0.0744,0.728,139.881,11475017,K-pop
tracks,13,Tap In,Saweetie,Tap In,spotify:track:4Hpib09wXgD84w4uwTPnYD,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,229649,Hip Hop/Rap
tracks,14,醉後喜歡我,冰球樂團,我好斯文,spotify:track:0OXINTkSPTozv82CWvDbTa,0.536,0.62,1,-5.779,1,0.0473,0.284,0,0.115,0.389,160.157,3218202,M-pop
tracks,15,always,keshi,always,spotify:track:26dXOkhzMxLLNaUXt77HQc,0.629,0.495,9,-6.86,1,0.103,0.539,0.000231,0.0326,0.548,89.773,683151,K-Indie
tracks,16,Empire State Of Mind,JAY-Z,The Blueprint 3,spotify:track:2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,4125233,Pop
tracks,17,Azukita,Steve Aoki,Neon Future III,spotify:track:6tSaMs79oJxK3VZ7QFgoTj,0.715,0.93,8,-3.925,1,0.108,0.00158,0.000318,0.0589,0.824,130.025,9810398,Electronic/Dance
tracks,18,I.F.L.Y.,Bazzi,Soul Searching,spotify:track:4a6q8CR2hzLk2plDkSxkfD,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,171797,Pop
tracks,19,HONEY (Feat. Crucial Star),Chawoo,HONEY,spotify:track:2Lt1ZRU6nFY88vw24GdYLy,0.759,0.495,5,-4.878,1,0.0356,0.59,0,0.0491,0.746,95.008,610214,K-pop
tracks,20,Officially Missing You,Tamia,More,spotify:track:4IFYR5smTnHYCLP82AiDrJ,0.476,0.407,4,-9.239,0,0.0368,0.247,0,0.144,0.226,178.258,26590225,K-pop
tracks,21,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein),spotify:track:3OC84eKMxRJ4x0Hcwl9i4i,0.425,0.201,10,-11.961,1,0.0373,0.873,0,0.111,0.267,136.328,2591427,M-pop
tracks,22,Officially Missing You,Geeks,Officially Missing You,spotify:track:7CkjU55ROZSwb95dzGan0o,0.661,0.714,7,-5.524,1,0.114,0.641,0,0.287,0.775,92.979,26590225,Hip Hop/Rap
tracks,23,Love Like That,LambC,Absence 'Side A',spotify:track:7pnBMz4MiFIwFXSa4nSJcJ,0.761,0.406,2,-6.617,1,0.109,0.342,0.0315,0.311,0.85,154.06,4873637,K-pop
tracks,24,Lazy Me,Sandeul,Lazy Me,spotify:track:7IKiYUKvU394eoRD9TYDfJ,0.718,0.378,1,-7.167,0,0.0359,0.664,0,0.0945,0.462,75.02,17094,Pop
tracks,25,I Wonder (feat. Erin Kim),Gowe,We Are Hypergiants,spotify:track:0VBl0voPshypPV7ozSNWeo,0.462,0.952,1,-3.672,0,0.275,0.324,0,0.169,0.797,82.676,977991,R&B/Soul
tracks,26,S.C.H (Small but Certain Happiness),Standing Egg,S.C.H (Small but Certain Happiness),spotify:track:1Xsw6tFFDKniy1eZg6QEY9,0.676,0.451,4,-7.966,1,0.0367,0.373,0.000002,0.154,0.839,172.038,5953718,K-Indie
tracks,27,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,spotify:track:2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,9,-7.844,1,0.0362,0.167,0.000001,0.133,0.542,96.038,2570818,R&B/Soul
tracks,28,演員,Joker Xue,初學者,spotify:track:6LunoYd3xpZ19sICOXS8Xd,0.53,0.432,11,-10.678,1,0.0472,0.399,0.000008,0.113,0.186,182.842,465287,M-pop
tracks,30,Someday (feat. Sam Kim),Raisa,Someday (feat. Sam Kim),spotify:track:3qLB2wOemocrMXmjoL1QQw,0.52,0.536,9,-6.759,0,0.0342,0.535,0,0.115,0.2,73.069,14977759,R&B/Soul
tracks,31,空空如也,Ren Ran,空空如也,spotify:track:6ipLJpVGwldtju0toRAAP2,0.605,0.576,6,-6.161,1,0.106,0.302,0,0.17,0.472,156.138,256997,M-pop
tracks,32,Pupila,ANAVITÓRIA,Pupila,spotify:track:7Gk5OrMYaMRtT2JmgJVAfk,0.716,0.426,10,-9.576,1,0.128,0.401,0,0.11,0.434,88.794,1117759,Pop
tracks,33,"我多喜歡你,你會知道 - 網劇《致我們單純的小美好》推廣曲",Wang Jun Qi,"我多喜歡你,你會知道",spotify:track:221FBKC22DTc7XkPIaZYOl,0.777,0.35,3,-10.179,1,0.0333,0.526,0,0.13,0.516,108.024,4946717,M-pop
tracks,34,Attraction (feat. Dynamo Duo),BUMKEY,Attraction,spotify:track:784rsBTfzmYwvwlFvUXyn5,0.525,0.848,0,-4.649,1,0.259,0.262,0,0.336,0.714,91.514,14816084,K-pop
tracks,35,Meant To Be,Olly James,Meant To Be,spotify:track:2MwWgsJTQOFZqY12zctYKc,0.645,0.941,8,-4.287,0,0.0466,0.00273,0.784,0.0792,0.275,150.012,1288419,R&B/Soul
tracks,36,Café Latte (Remix),Geeks,2nd Mini Album Repackage,spotify:track:4zxX4B4VReU3jz2eJvmiZX,0.813,0.482,0,-8.027,0,0.0368,0.561,0.000096,0.0819,0.428,97.987,7724647,K-pop
tracks,37,BABY I LOVE U feat.竹内美宥,kobasolo,これくしょん2,spotify:track:03VYHPFa7dQLLcYl6E7RpA,0.421,0.496,6,-6.744,1,0.0591,0.478,0.000021,0.114,0.288,185.413,4912259,J-pop
tracks,38,Sweet Love (She is My Type♡ X Crush),Crush,Sweet Love (She is My Type♡ X Crush),spotify:track:6pdQ3ZOlqKj6j2Kh0FptOD,0.697,0.735,0,-4.779,0,0.0541,0.277,0,0.13,0.592,149.995,863973,K-pop
tracks,40,Cheap Thrills,Sia,This Is Acting (Deluxe Version),spotify:track:3S4px9f4lceWdKf0gWciFu,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,1160,Pop
tracks,41,huge mood,slchld,modern breakups,spotify:track:6pL2RWIBCr0Oqzc5eQKQNW,0.574,0.648,11,-5.79,0,0.0954,0.629,0,0.109,0.358,129.711,3096643,K-Indie
tracks,42,Sleep,Kim Greem,"Clean With Passion For Now, Pt. 4 (Original Television Soundtrack)",spotify:track:4KOe53FTZo3OfiZwNBnTe3,0.607,0.478,11,-7.775,0,0.0533,0.636,0.00007,0.126,0.131,139.727,4268289,K-Indie
tracks,43,Bad Girl Good Girl,miss A,A Class,spotify:track:7kTKAdVVlDxve6Qr7Hm7Qc,0.793,0.805,10,-4.224,1,0.0438,0.1,0.00009,0.0641,0.507,135.987,6298141,K-pop
tracks,44,Soft,J_ust,Soft,spotify:track:4Lw5mDrFF5VdRdoFWKAn6m,0.686,0.332,9,-7.586,1,0.0324,0.769,0,0.0684,0.399,148.071,10856462,K-Indie
tracks,45,就忘了吧,1K,就忘了吧,spotify:track:0l6w3GsvjJWdZHs3eXTjuL,0.524,0.653,10,-6.011,1,0.0325,0.488,0,0.241,0.41,131.979,10458199,M-pop
tracks,46,Psycho,Red Velvet,‘The ReVe Festival’ Finale,spotify:track:3CYH422oy1cZNoo0GTG1TK,0.664,0.666,8,-2.203,1,0.0446,0.193,0,0.0854,0.405,139.987,4326724,K-pop
tracks,47,Running Through The Night,Seori,?depacse ohw,spotify:track:3UZ46DvXvB2R7sBUZornlv,0.644,0.532,0,-6.541,1,0.0562,0.455,0,0.266,0.64,92.039,413619,R&B/Soul
tracks,48,I'm Still Loving You,Shiga Lin,Movin' On,spotify:track:4rOxOFYrYzl71sJ2Y4Nu0f,0.398,0.4,11,-7.666,1,0.0328,0.452,0,0.125,0.322,134.435,2236955,Pop
tracks,49,Innocence,Avril Lavigne,The Best Damn Thing (Expanded Edition),spotify:track:5OuP08bgU2H7ZeDQQFQ6q8,0.389,0.711,1,-3.664,0,0.0343,0.148,0,0.202,0.337,137.756,1832134,R&B/Soul
tracks,50,I'm In Love,Colde,I'm In Love,spotify:track:5xv9DhjYckZoZwXifGrkQw,0.614,0.333,10,-8.883,1,0.0325,0.645,0,0.0819,0.661,140.059,5738900,K-pop
tracks,51,Nothing's gonna be changed,Woody,Nothing's gonna be changed,spotify:track:17csHY9O2lt4H5Kp6NZZWT,0.388,0.524,10,-6.031,1,0.146,0.545,0,0.214,0.615,78.762,14418749,K-Indie
tracks,52,下雨天,Nan Quan Mama,優的良曲南搞小孩,spotify:track:3BfjVIPmUpIrgqLdOJP1My,0.526,0.551,4,-6.757,1,0.0286,0.595,0,0.372,0.275,127.967,13821136,M-pop
tracks,53,Be My Love,EXO-CBX,LOVE PLAYLIST 4 Part.1,spotify:track:1FbxpeYh1qPvQMve046NQU,0.585,0.587,1,-4.948,1,0.0273,0.766,0,0.114,0.608,90.021,1024371,K-pop
tracks,54,Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,8240703,Electronic/Dance
tracks,55,"눈,코,입 (Eyes, Nose, Lips)",TAEYANG,RISE,spotify:track:0lYtIvI7bO51PZSeK22Mbz,0.63,0.516,0,-5.759,1,0.0379,0.736,0,0.264,0.254,143.786,1769246,K-pop
tracks,56,그리워요 Girlfriend,Henry,그리워요 Girlfriend,spotify:track:7CftkRcIuc5bjTd6IG8oU6,0.633,0.439,9,-6.866,1,0.0504,0.813,0,0.0917,0.281,78.984,2704357,K-pop
tracks,57,Your Imagination,Ghaniyya ghazi,Your Imagination,spotify:track:2z6YOVDEI7JDXHQP5QhGNA,0.639,0.502,4,-7.479,0,0.0755,0.415,0.000174,0.114,0.249,134.765,25998435,R&B/Soul
tracks,59,You don’t know love,K.Will,Will in FALL,spotify:track:5zWWdqa4BF8tjygCS8E3rO,0.649,0.708,0,-5.508,1,0.0458,0.519,0,0.458,0.709,96.975,9652851,K-pop
tracks,60,Friday Blues,Dalda,Friday Blues,spotify:track:4h7cWN1SvevARfXqznXqT5,0.791,0.694,1,-4.591,0,0.116,0.77,0.000434,0.121,0.683,101.931,1250012,K-pop
tracks,61,I Wanna Hate You,Boramiyu,I Wanna Hate You,spotify:track:7A804vozvCd4ZJxnBoza8L,0.491,0.465,8,-5.794,1,0.0433,0.658,0,0.0707,0.27,113.197,543571,K-pop
tracks,62,Can’t Take My Eyes off You,Joey Stamper,Can’t Take My Eyes off You,spotify:track:3JHra3AFyPcxiw3wVjFUjA,0.554,0.198,4,-10.024,1,0.0365,0.74,0,0.104,0.455,109.709,4598601,R&B/Soul
tracks,63,呆我眼睛里,张天枢Dubhe,呆我眼睛里,spotify:track:3yoSrhkcW3aTXdwRyGOi0T,0.792,0.433,8,-7.422,1,0.0604,0.401,0,0.116,0.595,89,5624122,M-pop
tracks,64,Only Tears,INFINITE,Only Tears,spotify:track:0JsHTVSTotpbHC7hR7gvf0,0.463,0.296,2,-7.392,1,0.0276,0.681,0,0.101,0.15,137.525,393810,K-pop
tracks,65,Without U,Who R U?,Without U,spotify:track:11uy6ciSwtQmKcHehUCFk3,0.527,0.42,7,-5.37,1,0.0294,0.906,0,0.149,0.429,66.751,7359151,K-pop
tracks,66,Like a Breeze (電視劇《以家人之名》插曲) [伴奏版],譚松韻,電視劇《以家人之名》原聲帶,spotify:track:1AEYOjPhyrHQLMXuz7I4Nu,0.635,0.583,6,-8.479,1,0.0648,0.343,0.00126,0.111,0.245,171.995,6247837,M-pop
tracks,67,PLAYING WITH FIRE,BLACKPINK,SQUARE TWO,spotify:track:7e7VjLxO5xJINHvnRytrqi,0.707,0.758,4,-4.511,0,0.0917,0.0399,0,0.141,0.674,97.037,4792259,K-pop
tracks,68,Under the night we were facing our breakup,J_ust,T_wo,spotify:track:0H1aG96BRR4VfDayFuEZ4C,0.541,0.326,11,-7.981,1,0.0278,0.62,0,0.121,0.208,136.086,3350528,K-Indie
tracks,70,Flame,Tinashe,Flame,spotify:track:4lH5AKFeldnkq8wRikIqWP,0.631,0.845,5,-3.143,1,0.0489,0.0577,0,0.0999,0.53,81.995,194091,R&B/Soul
tracks,71,Love song,Kim Eunbi,My Secret Romance OST Part.3,spotify:track:2ZMtGCPpapsOBfHqAqKAIU,0.674,0.668,7,-6.489,1,0.0456,0.194,0,0.535,0.487,90.978,681561,K-pop
tracks,72,Girl,Alexander 23,I'm Sorry I Love You - EP,spotify:track:4yYeePS9C7q9iJuxvNCpnF,0.927,0.43,5,-5.336,0,0.115,0.392,0.000002,0.159,0.962,99.975,7770252,Pop
tracks,73,지운 얼굴 (Familiar Face),Rain,It's Raining,spotify:track:59CYOWfGI9HEtxv4b4sTvx,0.706,0.698,8,-3.87,0,0.0446,0.522,0,0.236,0.594,95.991,8756424,K-pop
tracks,74,Lost Cause,Billie Eilish,Happier Than Ever,spotify:track:4191RXFPa7Ge9XkA4cWlna,0.526,0.334,10,-8.491,0,0.251,0.702,0.00782,0.0586,0.522,74.966,23982746,Pop
tracks,75,向日葵盛開的夏天,F.I.R.,讓我們一起微笑吧 !,spotify:track:4oywWk94mQoPNOCk3pXjbj,0.516,0.272,9,-10.373,0,0.0274,0.829,0,0.0954,0.167,76.985,570730,M-pop
tracks,76,Start It Up,Lloyd Banks,H.F.M. 2 (Hunger For More 2),spotify:track:37qcaCXw7TlBsDD5BgDoCf,0.446,0.87,1,-4.683,1,0.318,0.0935,0,0.437,0.438,161.79,174219,Hip Hop/Rap
tracks,78,Pink cheeks,Eldon,Pink cheeks,spotify:track:4HaI6qDEZYHG0sQnd54FDQ,0.833,0.498,6,-4.509,1,0.0407,0.386,0.000012,0.118,0.701,95.017,984725,K-pop
tracks,79,LINDA (Feat. Yoonmirae),LINDA.G,DU RI JYU WA X LINDA X Let's Dance,spotify:track:5MsXTNu6DS3Qx5Ms7pTuoX,0.765,0.699,7,-2.288,0,0.0447,0.585,0,0.129,0.661,89.904,5105041,K-pop
tracks,81,Y (Please Tell Me Why),freestyle,Freestyle 3,spotify:track:1nk9moKBnrWMsXoHxnaeJd,0.708,0.432,5,-7.113,0,0.0556,0.81,0.00006,0.154,0.628,79.986,900446,R&B/Soul
tracks,82,Thinkin' bout you,OuiOui,HANA,spotify:track:21DduanRJyq1KNV4h1DyWH,0.663,0.569,5,-5.115,0,0.278,0.646,0,0.304,0.725,85.101,5214721,R&B/Soul
tracks,83,誰 - 電視劇《怪你過分美麗》插曲,王子異,誰,spotify:track:1qxFgvSDIjFHUppGBNhxjm,0.494,0.473,9,-8.533,1,0.0293,0.788,0.000002,0.139,0.399,129.726,6186876,M-pop
tracks,84,Come Back To Me,SE7EN,Just Listen.......,spotify:track:4ezlt6ciGxes2ctqphnKVU,0.768,0.565,10,-6.668,1,0.0273,0.309,0,0.107,0.796,131.987,278,R&B/Soul
tracks,86,"I want to see you again (Feat. DAL, KIMPRO)",SUNNYSIDEMJ,I want to see you again,spotify:track:2mGGCB6OgZ2sKAS6XRlvrK,0.682,0.608,7,-6.414,1,0.0316,0.322,0,0.101,0.388,95.943,8052767,K-Indie
tracks,89,Strawberries & Cigarettes,Troye Sivan,Strawberries & Cigarettes,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,0.578,0.537,,-8.676,1,0.0832,0.162,0,0.076,0.25,83.909,4797946,Pop
tracks,90,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.865,,0.375,0.328,0.13,0.1,0.562,135.128,11110400,Pop
tracks,91,Good Night,Lil Ghost小鬼,Good Night,spotify:track:33Qwrm9m7K9zkstO26yySn,0.683,0.861,3,-6.666,0,0.418,0.296,0,0.134,0.652,77.985,25253122,M-pop
tracks,92,Falling for You,Marylou Villegas,Voice Memos,spotify:track:0VaSOp1bNxUGkXVeaEsuen,0.554,0.0654,0,-17.153,1,0.0434,0.983,0,0.105,0.151,80.046,6129,Pop
tracks,93,LA NOCHE DE ANOCHE,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,0.856,0.618,7,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993,1413397,Electronic/Dance
tracks,94,"만약에 (From. ""드라마 쾌도 홍길동"")",TAEYEON,인연,spotify:track:1BHLy0efFQ8FFxyxgJtTMf,0.527,0.378,9,-6.527,1,0.0289,0.82,0,0.115,0.283,145.871,4806,K-pop
tracks,95,Breaking,HIGHST,Breaking,spotify:track:1W736gzUlOsk3NIjho5Pib,0.679,0.644,2,-5.949,0,0.0378,0.506,0,0.0822,0.604,120.953,20238110,K-pop
tracks,96,Get to You Again,Mac Ayres,Something to Feel,spotify:track:5pNiAcguRrBdYf5V0QXdir,0.499,0.429,3,-10.288,1,0.0495,0.199,0.000311,0.334,0.277,117.751,2693940,R&B/Soul
tracks,97,Sexxx Dreams,Lady Gaga,ARTPOP,spotify:track:0kS6GezxkbM5YXffQFnID6,0.674,0.715,8,-4.337,1,0.0493,0.0281,0,0.0894,0.381,113.942,3811453,Electronic/Dance
tracks,98,double take,dhruv,double take,spotify:track:2CVChktEKBsM6v4IfdFU5k,0.654,0.434,8,-11.163,1,0.0665,0.837,0,0.216,0.223,109.069,645210,R&B/Soul
tracks,99,deja vu,Olivia Rodrigo,deja vu,spotify:track:61KpQadow081I2AsbeLcsb,0.439,0.61,9,-7.236,1,0.116,593,0.000011,0.341,0.172,181.088,5168071,R&B/Soul
tracks,100,屋頂,Landy Wen,有點野,spotify:track:2edBRoaI2F2ST6WK0jdLUX,0.272,0.352,3,-9.159,1,0.0299,0.519,0,0.167,0.139,175.48,27317,M-pop
tracks,101,7710,尹露浠,7710,spotify:track:5E9Jryr9l7GQ5tmnxuzKSI,0.736,0.527,3,-7.355,1,0.0469,0.582,0,0.0616,0.524,131.981,6376076,M-pop
tracks,102,BOOM,Tiësto,BOOM,spotify:track:6iC7vapdKp0XlKhxOkp8QJ,0.886,0.84,2,-3.386,1,0.0502,0.0164,0.00622,0.329,0.203,123.035,5661064,Electronic/Dance
tracks,103,bad guy (with Justin Bieber),Billie Eilish,bad guy (with Justin Bieber),spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,3855560,Pop
tracks,104,Lose,WONHO,Love Synonym #2 : Right for Us,spotify:track:5aDG6JuUDcOoh3Ur1ddEgV,0.756,0.865,0,-4.259,0,0.0577,0.184,0.000825,0.202,0.446,116.999,609960,K-pop
tracks,105,愛上你,BY2,成人禮,spotify:track:0xjuZp72n5Aw4PzjQ18t9d,0.5999,0.423,9,-7.491,1,0.0314,0.791,0,0.0807,0.327,127.902,1996925,M-pop
tracks,106,Say I Love U,Kim Mi Jeong,"Love Interference Season3 (Original Television Soundtrack), Pt. 17",spotify:track:1qwn1cLzaOKb501YwbuF1H,0.76,0.375,4,-3.895,1,0.0393,0.842,0.000002,0.106,0.773,91.99,433129,Undefinied
tracks,107,Only One,BoA,Only One - The 7th Album,spotify:track:3Hyl7YrOtBcnh1geON2kSO,0.641,0.645,0,-6.54,1,0.0366,0.136,0.000145,0.145,0.546,90.027,4876313,K-pop
tracks,108,學不會,JJ Lin,學不會,spotify:track:4189WkgFJTybrDviyQbmdm,0.453,0.604,3,-4.897,0,0.0349,0.67,0,0.0981,0.203,123.716,623794,M-pop
tracks,109,Lover Boy 88,88rising,Head In The Clouds,spotify:track:2vRDFgdJiILUdDOLL8hLH3,0.734,0.699,11,-6.689,1,0.0614,0.349,0,0.261,0.5,109.979,4558569,M-pop
tracks,110,"Officially missing you,too",Geeks,re;code Episode I,spotify:track:1HOcUR5aloWDwLAsPtWwel,0.686,0.831,7,-4.488,1,0.0481,0.12,0,0.0823,0.579,100.013,6106873,K-pop
tracks,111,九月底,余佳运,九月底,spotify:track:3Ra8ZvDyV2hLxGSIOu6ubh,0.588,0.361,10,-10.286,1,0.0413,0.681,0,0.26,0.14,131.868,19488493,M-pop
tracks,112,Officially Missing You,Jayesslee,Officially Missing You,spotify:track:6ISfsK0fMMSx6mQ8TbnKhM,0.714,0.399,7,-6.865,1,0.0277,0.783,0.000003,0.0912,0.43,93.973,26590225,K-pop
tracks,113,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,spotify:track:161DnLWsx1i3u1JT05lzqU,0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,2325891,R&B/Soul
tracks,115,maybe we need a break,slchld,modern breakups,spotify:track:3Lr7NDSn4xKGa1dzMdGkBj,0.446,0.409,9,-4.812,1,0.0543,0.766,0,0.0891,0.349,80.67,1231174,K-Indie
tracks,116,Love Me Like That,Sam Kim,"Nevertheless, (Original Television Soundtrack, Pt. 6)",spotify:track:1lhm29o3syw122xynSKaAK,0.59,0.294,9,-8.125,1,0.0654,0.854,0,0.0873,0.461,87.895,6906701,R&B/Soul
tracks,117,Gangsta Walk - Remastered,Avila,Gangsta Walk (Remastered),spotify:track:0556yKWHvHOwbBPaBx35ay,0.855,0.661,7,-5.767,1,0.0779,0.00151,0.00448,0.0968,0.798,120.016,3715774,Electronic/Dance
tracks,118,My Boo,Usher,Confessions (Expanded Edition),spotify:track:68vgtRHr7iZHpzGpon6Jlo,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,388035,R&B/Soul
tracks,119,Babo (feat. nafla) - Acoustic Version,Babylon,CAELO,spotify:track:7KLKXIfYCvAC6BOGXRUDNi,0.752,0.436,8,-6.581,0,0.0539,0.693,0,0.114,0.475,84.993,455890,R&B/Soul
tracks,120,34+35,Ariana Grande,Positions,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,754571,R&B/Soul
tracks,121,Crew,Sam Rui,Crew,spotify:track:0NdRkDnqHDIgMEmNd9Q9FC,0.574,0.345,5,-10.038,0,0.0414,0.711,0.000016,0.137,0.26,167.972,2685867,K-pop
tracks,122,Kiss Me,Zion.T,"Pinocchio (Original Television Soundtrack), Pt. 6",spotify:track:3EocPCqWc02mv9UF9iFneF,0.622,0.142,10,-11.987,1,0.0309,0.912,0,0.16,0.54,98.829,608747,Electronic/Dance
tracks,123,Hypnocurrency,Rezz,Hypnocurrency,spotify:track:3evAUkYDPeLX5kn0LbvGz4,0.528,0.732,2,-9.492,1,0.0504,0.0319,0.868,0.109,0.0324,199.978,5336797,Electronic/Dance
tracks,124,Alors on danse - Radio Edit,Stromae,Cheese,spotify:track:2GYHyAoLWpkxLVa4oYTVko,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,5033148,Undefinied
tracks,125,Love Rain,YUJU,Love Rain,spotify:track:4T5fM8eGg5Pj6PLtIGLeU5,0.469,0.631,5,-5.016,0,0.0926,0.127,0,0.399,0.643,173.689,3312092,J-pop
tracks,126,First Love,Hikaru Utada,First Love,spotify:track:39HrUxcvKF3jtLz7fUDWXc,0.438,0.434,7,-8.37,1,0.0371,0.122,0,0.15,0.195,179.913,2617593,J-pop
tracks,127,たぶん,YOASOBI,THE BOOK,spotify:track:398dL22bDbKbAmiOnPaq7o,0.748,0.661,5,-6.702,1,0.0334,0.157,0.00102,0.101,0.743,90.003,12587678,K-pop
tracks,128,Please don’t…,K.Will,The 3rd Album Part.1,spotify:track:5dh87xGcp4YqDFBc86Mh47,0.698,0.694,11,-5.5,0,0.0321,0.44,0.000004,0.308,0.489,94.998,1085870,K-Indie
